year,month,day,Vancouver,Portland,San Francisco,Seattle,Los Angeles,San Diego,Las Vegas,Phoenix,Albuquerque,Denver,San Antonio,Dallas,Houston,Kansas City,Minneapolis,Saint Louis,Chicago,Nashville,Indianapolis,Atlanta,Detroit,Jacksonville,Charlotte,Miami,Pittsburgh,Philadelphia,New York,Boston
2012,10,15,91.14285714285714,86.15,81.20833333333333,85.125,62.375,66.56521739130434,56.625,36.22727272727273,46.18181818181818,64.57894736842105,72.54166666666667,67.79166666666667,84.75,71.79166666666667,82.68181818181819,77.08333333333333,85.47619047619048,70.79166666666667,73.66666666666667,69.54166666666667,86.0952380952381,78.3913043478261,76.66666666666667,71.54166666666667,53.833333333333336,62.72727272727273,61.8,76.91304347826087
2012,10,16,93.4375,86.04166666666667,83.70833333333333,87.0,46.130434782608695,54.625,41.0,23.761904761904763,34.0,35.43478260869565,59.708333333333336,58.875,64.875,65.33333333333333,55.54545454545455,63.291666666666664,68.82608695652173,64.5,70.83333333333333,71.0,69.54166666666667,77.5,81.45833333333333,75.375,64.45833333333333,75.5,73.73913043478261,73.08333333333333
2012,10,17,73.5,79.0,76.54166666666667,75.33333333333333,59.4,75.0909090909091,38.75,27.555555555555557,31.375,24.157894736842106,76.45833333333333,59.708333333333336,73.29166666666667,63.291666666666664,53.708333333333336,67.20833333333333,67.88888888888889,70.8695652173913,65.45454545454545,61.375,60.1578947368421,63.666666666666664,58.75,73.04166666666667,73.04166666666667,62.125,64.17647058823529,64.45833333333333
2012,10,18,78.45454545454545,80.30434782608695,66.66666666666667,73.56521739130434,52.04347826086956,53.541666666666664,33.0,27.304347826086957,18.94736842105263,18.142857142857142,79.79166666666667,67.125,87.16666666666667,58.916666666666664,70.29166666666667,65.0,60.30434782608695,63.625,66.70833333333333,66.95833333333333,61.166666666666664,70.66666666666667,66.5,73.91666666666667,64.625,64.125,56.42857142857143,67.45
2012,10,19,77.57142857142857,78.3913043478261,45.041666666666664,70.375,51.583333333333336,60.083333333333336,25.347826086956523,33.041666666666664,8.1,22.347826086956523,47.125,30.217391304347824,71.83333333333333,34.08695652173913,81.04166666666667,68.84210526315789,70.79166666666667,62.04545454545455,68.45833333333333,68.95833333333333,67.34782608695652,79.45833333333333,75.08333333333333,78.25,56.458333333333336,69.75,70.25,70.22727272727273
2012,10,20,84.63636363636364,74.65217391304348,72.625,82.16666666666667,78.25,73.70833333333333,25.3,31.565217391304348,14.958333333333334,20.166666666666668,47.130434782608695,38.333333333333336,50.43478260869565,64.5,84.375,65.33333333333333,79.95833333333333,50.333333333333336,74.29166666666667,61.69565217391305,60.130434782608695,72.33333333333333,73.47826086956522,79.58333333333333,71.79166666666667,85.54166666666667,88.16666666666667,81.20833333333333
2012,10,21,71.75,84.3913043478261,76.08333333333333,80.20833333333333,52.130434782608695,80.58333333333333,30.08695652173913,14.6,11.529411764705882,14.38888888888889,59.833333333333336,57.708333333333336,74.375,61.333333333333336,82.41666666666667,71.08333333333333,49.130434782608695,61.5,86.45833333333333,64.625,85.66666666666667,65.79166666666667,66.58333333333333,79.08333333333333,69.66666666666667,75.95833333333333,85.625,67.79166666666667
2012,10,22,79.25,80.31818181818181,61.791666666666664,78.29166666666667,73.375,85.0,31.083333333333332,28.958333333333332,26.227272727272727,18.208333333333332,72.08333333333333,68.625,77.20833333333333,68.83333333333333,72.70833333333333,68.54166666666667,60.26086956521739,68.33333333333333,77.0,66.625,71.16666666666667,56.625,58.333333333333336,68.79166666666667,66.79166666666667,55.82608695652174,53.77272727272727,61.083333333333336
2012,10,23,75.52380952380952,87.54545454545455,72.375,81.70833333333333,73.68181818181819,72.73913043478261,29.59090909090909,48.09090909090909,31.176470588235293,53.857142857142854,66.875,69.45833333333333,80.375,76.125,68.375,78.375,73.875,56.416666666666664,68.66666666666667,70.25,70.125,70.20833333333333,66.95833333333333,60.041666666666664,60.958333333333336,53.875,50.31818181818182,64.79166666666667
2012,10,24,86.6,78.26086956521739,65.41666666666667,82.83333333333333,65.41666666666667,64.66666666666667,29.541666666666668,46.666666666666664,30.045454545454547,33.421052631578945,77.125,73.45833333333333,75.04166666666667,71.875,84.70833333333333,69.54166666666667,86.45833333333333,58.208333333333336,71.04166666666667,70.04166666666667,80.95833333333333,74.33333333333333,65.95833333333333,60.708333333333336,51.0,70.1304347826087,61.69565217391305,67.58333333333333
